Distance: 1 ft   Angle: 0 °   Temperature:  °F   Humidity:  %

Reading Experiment

            EPC                        Meta Data
------------------------   ------------------------
------------------------   765432090000000000000000
201602260000000000000280   ------------------------
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   ------------------------
------------------------   765432090000000000000000
201602260000000000000280   ------------------------
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
------------------------   ------------------------
3209000000000000   300020160226000000000000028013d0
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
------------------------   ------------------------
3209000000000000   300020160226000000000000028013d0
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   ------------------------
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   ------------------------
------------------------   ------------------------
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000
201602260000000000000280   765432090000000000000000

Success: 87  EPC Fail: 2  Data Fail: 5  EPC/Data Fail: 6  Success Rate: 87 %
